Company,ActiveBrand,Headquarters,Continent,Employees,Founded,LeadExecutive,ParentStockTicker,ParentPublicExposure,PrimarySector,PrimarySubSector,ImmigrationDetentionInvolvement,SupportsPrisonLabor,HarmScore,AnnualRevenuesMn,RevenueFiscalYear,Website,Corrections,ImmigrationDetention,PrisonLabor,Financials,Other ,Rank
Varsity Brands,Y,TN,North America,9 000,1974,Adam Blumefeld,n/a,Tier 2 - Investment Firm-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,7,1 700.00,2018,http://www.varsitybrands.com,See BSN Sports,n/a,n/a,PrivCo (www.privco.com),https://www.cnbc.com/2018/06/19/bain-nears-2-point-5-billion-deal-for-cheer-uniform-leader-varsity-brands.html,402
McKee,Y,TN,North America,8 200,1934,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Food & Commissary,Commissary,n/a,n/a,n/a ,1 400.00,2018,https://www.mckeefoods.com/www,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a,433
Corizon (formerly Valitas),Y,TN,North America,6 800,1978,Karley L. Witty,AGO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Healthcare,Y,n/a,13,1 000.00,2017,http://www.corizonhealth.com/,See website,https://worthrises.org/immigration,n/a,PrivCo (www.privco.com),http://www.corizonhealth.com/index.php/S=0/Corizon-News/corizon-health-completes-recapitalization,478
Accredo Health Group,Y,TN,North America,2 491,1996,n/a,CI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Pharmacy,n/a,n/a,7,1 516.90,2004,http://www.accredo.com/,http://www.accredo.com/hipaa,n/a,n/a,https://www.sec.gov/Archives/edgar/data/1068887/000095014405006879/g95991e10vkza.htm#010,https://dealbook.nytimes.com/2011/07/21/express-scripts-to-buy-medco-for-29-billion/,417
Essex Tech Group,Y,TN,North America,2 200,2000,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,n/a ,800.00,2018,http://www.bargainhunt.com/,https://www.nationalcia.org/corporate-members,n/a,See corrections source,PrivCo (www.privco.com),n/a,510
American Addiction Centers (dba AAC Holdings),Y,TN,North America,2 100,2007,Michael Cartwright,AACH,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Substance Abuse Treatment,n/a,n/a,9,295.80,2018,https://americanaddictioncenters.org/,See Adcare Recovery Services,n/a,n/a,FactSet,https://www.prnewswire.com/news-releases/aac-holdings-completes-acquisition-of-adcare-inc-300607123.html,654
Southern Health Partners,Y,TN,North America,850,1994,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Y,n/a,n/a ,130.00,2018,http://www.southernhealthpartners.com/,See website,https://worthrises.org/immigration,n/a,PrivCo (www.privco.com),n/a,807
Santek Waste Services,Y,TN,North America,510,1986,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,100.00,2018,http://www.santekenviro.com,See Waste Services of Texas,n/a,n/a,PrivCo (www.privco.com),n/a,854
Radians,Y,TN,North America,340,1997,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,56.00,2018,http://www.radians.com/,https://www.radians.com/radsite/index.php/about,n/a,n/a,PrivCo (www.privco.com),n/a,996
Top Notch Security,Y,TN,North America,310,1999,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Third Party Staffing,n/a,n/a,n/a ,74.00,2018,http://www.topnotchsecurityinc.com/,FBOP Spending,n/a,n/a,PrivCo (www.privco.com),n/a,916
Bell & Associates Construction,Y,TN,North America,180,1970,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Construction,n/a,n/a,n/a ,188.00,2018,http://balp.com/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),n/a,738
State Systems Inc (SSI),N,TN,North America,130,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,33.00,2018,https://www.statesystemsinc.com/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1131
TransCor America,Y,TN,North America,105,1990,n/a,CXW,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Transportation,Prison Transportation,n/a,n/a,13,4.10,2015,https://www.transcor.com/,See website,n/a,n/a,PrivCo (www.privco.com),https://www.thefreelibrary.com/CCA+PURCHASES+TRANSCOR+AMERICA%2C+INC.%2C+ENTERS+U.S.+INMATE+TRANSPORT...-a015976291,1492
Fleet Safety Equipment,Y,TN,North America,90,1980,n/a,n/a,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,n/a,n/a,n/a ,53.10,2018,http://www.fleetsafety.com/,http://www.fleetsafety.com/police-vehicle-prisoner-transport-equipment/,n/a,n/a,PrivCo (www.privco.com),n/a,1009
Food Concepts,Y,TN,North America,85,1980,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a ,13.40,2018,https://www.foodconcepts.us/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,n/a,n/a,PrivCo (www.privco.com),http://usbusinessexecutive.com/food-drink/case-studies/food-concepts-a-family-owned-food-manufacturer-tennessee,1381
Perceptics,Y,TN,North America,80,1979,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a ,14.40,2018,http://www.perceptics.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1367
Unistar-Sparco Computers ,Y,TN,North America,60,1992,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,n/a ,57.00,2018,http://www.sparco.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,990
Data Facts,Y,TN,North America,45,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,n/a ,12.40,2018,https://www.datafacts.com/,n/a,GovSpend,n/a,PrivCo (www.privco.com),n/a,1391
VendEngine,Y,TN,North America,35,2011,Silas Deane,n/a,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,n/a,n/a,n/a ,57.00,2018,http://www.vendengine.com/,https://s23.a2zinc.net/clients/aja/aja2018/public/exhibitors.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,991
BerberMcMurray Architects,Y,TN,North America,30,1915,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,7.50,2018,https://bma1915.com,http://gracehebert.com/files/news/Correctional_News_2015_Architect_List.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1459
AT&T,Y,TX,North America,252 000,1983,Randall Stephenson,T,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,9,181 265.00,2019,https://www.att.com/,https://www.corp.att.com/public-safety/,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,FactSet,http://www.gores.com/pressreleases/gores-technology-group-llc-acquires-national-public-markets-from-att-corporation/,5
Dell Technologies,Y,TX,North America,138 000,1984,Michael Dell,DELL,Tier 1b - Publicly Traded - Other,Equipment,Furnishings  Supplies  & Other Facility Equipment,Y,n/a,8,92 154.00,2020,http://www.dell.com/en-us,FL DOC Spending,https://www.theverge.com/2018/6/20/17485238/ice-contract-microsoft-motorola-dell-hp-enterprise-deportation,n/a,FactSet,n/a,22
American Airlines,Y,TX,North America,126 600,1930,Doug Parker,AAL,Tier 1b - Publicly Traded - Other,Transportation,Other,n/a,n/a,9,45 768.00,2019,https://www.aa.com/homePage.do,OH DRC Spending,n/a,n/a,FactSet,n/a,49
Sysco,Y,TX,North America,66 500,1969,Kevin Hourican,SYY,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,n/a,n/a,12,60 113.90,2019,https://www.sysco.com/,NYS DOCCS Spending,n/a,n/a,FactSet,http://www.lansingstar.com/news-archive/6499-corruption-found-in-prison-food-operations,37
Jacobs Engineering,Y,TX,North America,54 700,1947,Steve Demetriou,J,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,12,12 737.90,2019,http://www.jacobs.com/,TDCJ Spending,n/a,n/a,FactSet,https://www.jacobs.com/newsroom/news/jacobs-receives-contract-federal-bureau-prisons-federal-correctional-institution-0,169
Waste Management,Y,TX,North America,42 300,1987,James C. Fish  Jr. ,WM,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Maintenance Services,n/a,n/a,7,15 455.00,2019,https://www.wm.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003845-T.pdf,n/a,n/a,FactSet,n/a,145
iHeartMedia (formerly Clear Channel Communications),Y,TX,North America,18 700,1972,Robert Pittman,IHRTQ,Tier 1b - Publicly Traded - Other,Other,Other,n/a,n/a,7,3 683.50,2018,https://www.iheartmedia.com/,FL DOC Spending,n/a,n/a,FactSet,https://www.cnbc.com/2018/03/15/iheartmedia-files-for-bankruptcy.html,310
Occidental Petroleum Corp,Y,TX,North America,11 000,1986,Vicki Hollub,OXY,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,7,20 393.00,2019,http://www.oxy.com/Pages/default.aspx,See Occcidental Chemical Corp (aka OxyChem),n/a,See corrections source,FactSet,http://www.oxy.com/OurBusinesses/Pages/default.aspx,120
Energy Future Holdings,Y,TX,North America,8 500,1882,n/a,SRE,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,5 500.00,2017,http://www.energyfutureholdings.com,See Oncor Electric Delivery,n/a,n/a,PrivCo (www.privco.com),https://www.transmissionhub.com/articles/2018/03/sempra-energy-9-45bn-acquisition-of-energy-future-holdings-complete.html,259
Energy Transfer Partners,Y,TX,North America,8 494,2017,Kelcy Warren,ETP-PD,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,54 032.00,2019,http://www.energytransfer.com/,TDCJ Spending,n/a,n/a,FactSet,http://ir.energytransfer.com/phoenix.zhtml?c=106094&p=irol-about,41
CenterPoint Energy,Y,TX,North America,7 977,2002,John W. Somerhalder II,CNP,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,12 301.00,2019,http://www.centerpointenergy.com/en-us/,TDCJ Spending,n/a,n/a,FactSet,n/a,173
Celanese,Y,TX,North America,7 592,1918,Lori J. Ryerkerk,CE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,7,6 297.00,2019,https://www.celanese.com/,See SO.F.TER.,n/a,See corrections source,FactSet,http://www.softergroup.com/en/celanese_to_acquire_softer_group,245
Progressive Waste,N,TX,North America,7 500,2000,n/a,WCN,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Maintenance Services,n/a,n/a,7,2 000.00,2016,http://www.progressivewaste.com/,TDCJ Spending,n/a,n/a,http://www.waste360.com/mergers-and-acquisitions/waste-connections-progressive-waste-merge-4b-giant,https://www.bloomberg.com/gadfly/articles/2017-04-28/waste-connections-s-deal-for-progressive-waste-wasn-t-garbage,384
Direct Energy,Y,TX,North America,6 200,1986,n/a,CNA.L-GB,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,14 000.00,2017,https://www.directenergy.com/,NYS DOCCS Spending,n/a,n/a,https://www.directenergy.com//images/pdf/DE_Fact%20Sheet%20October%202017.pdf,https://www.wsj.com/articles/SB962870242479021200,160
Consolidated Electrical Distributors,Y,TX,North America,6 200,1957,Jeff Wofford,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,9,4 600.00,2019,https://cedcareers.com/,See Laird Plastics,n/a,n/a,PrivCo (www.privco.com),http://apps.sos.wv.gov/business/corporations/organization.aspx?org=197751,284
BMC,Y,TX,North America,6 000,1980,Ayman Sayed,KKR,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,9,2 000.00,2017,https://www.bmc.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo (www.privco.com),https://media.kkr.com/news-releases/news-release-details/kkr-completes-acquisition-bmc-software,381
Acelity (formerly Kinetic Concepts),Y,TX,North America,4 700,1976,n/a,MMM,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Healthcare,n/a,n/a,8,1 468.00,2018,http://www.acelity.com/home,https://facts.fldfs.com/Search/ContractDetail.aspx?AgencyId=700000&ContractId=C2617&Tab=1,n/a,n/a,https://www.sec.gov/Archives/edgar/data/1557939/000155793916000077/a201510k.htm#sCF746C6E59035C50961BBBCB9A3DB15F,https://www.massdevice.com/private-equity-owners-rebrand-kci-systagenix-lifecell-acelity/,426
Atmos Energy,Y,TX,North America,4 565,1906,Kevin Akers,ATO-FR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,12 572.40,2019,https://www.atmosenergy.com/,TDCJ Spending,n/a,n/a,FactSet,n/a,171
Crown Castle,Y,TX,North America,4 500,1994,Jay A. Brown,CCI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,9,5 773.00,2019,http://www.crowncastle.com/,http://www.crowncastle.com/public-safety/,n/a,n/a,FactSet,https://www.apcointl.org/commercial-community/corporate-partner-program.html,254
Vistra Energy (formerly TCEH),Y,TX,North America,4 150,2014,Curt Morgan,VST,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,11 809.00,2019,https://www.vistraenergy.com/,See Luminant Energy  TXU Energy,n/a,n/a,FactSet,n/a,177
Tyler Technologies,Y,TX,North America,4 069,1966,H. Lynn Moore  Jr. ,TYL,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,Arrest  Court  & Probation Data Systems,n/a,n/a,10,1 091.40,2019,https://www.tylertech.com/,https://www.tylertech.com/solutions-products/courts-justice-solutions,n/a,n/a,FactSet,n/a,466
Oncor Electric Delivery,Y,TX,North America,3 965,1882,n/a,SRE,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,3 920.00,2016,http://www.oncor.com/,TDCJ Spending,n/a,n/a,https://www.irpass.com/profiles/investor/SecB2iView2.asp?b=2295&ID=35157&c=0001193311,https://www.sempra.com/newsroom/spotlight-articles/sempra-energy-completes-acquisition-majority-stake-oncor,305
CH Guenther & Son,Y,TX,North America,3 500,1859,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Food & Commissary,Prison Food,n/a,n/a,n/a ,545.00,2018,https://chg.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,559
Occcidental Chemical Corp (aka OxyChem),Y,TX,North America,3 000,1988,n/a,OXY,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,7,4 355.00,2017,http://www.oxy.com/OurBusinesses/Chemicals/Pages/default.aspx,TDCJ Spending,n/a,See corrections source,https://www.sec.gov/Archives/edgar/data/797468/000079746818000005/oxy10k12-31x2017.htm,n/a,292
Calpine,Y,TX,North America,2 290,1984,Than Hill,n/a,Tier 2 - Investment Firm-Owned,Construction & Maintenance,Utility/Energy,n/a,n/a,6,9 100.00,2018,http://www.calpine.com,See Champion Energy Services,n/a,n/a,PrivCo (www.privco.com),https://www.bloomberg.com/news/articles/2017-08-18/energy-capital-to-buy-power-generator-calpine-for-5-6-billion,214
Blue Bell Creameries,Y,TX,North America,2 200,1907,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Food & Commissary,Prison Food,n/a,n/a,n/a ,486.00,2018,http://www.bluebell.com/,https://www.mysanantonio.com/news/local/article/Texas-prisoners-buy-Blue-Bell-Ice-Cream-5461078.php,n/a,n/a,PrivCo (www.privco.com),n/a,579
Elliott Electric Supply,Y,TX,North America,1 900,1972,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,1 005.10,2018,https://www.elliottelectric.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,475
Waukesha Pearce,Y,TX,North America,1 700,1924,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,470.00,2018,http://www.wpi.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,583
InGenesis,Y,TX,North America,1 700,1998,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Y,n/a,n/a ,190.00,2018,https://www.ingenesis.com/,OH DRC Spending,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,734
SBP Holdings,Y,TX,North America,1 500,2012,Don Fritzinger,n/a,Tier 2 - Investment Firm-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,7,493.00,2018,https://sbpholdings.com/,See Singer Equities,n/a,n/a,n/a,https://sbpholdings.com/singer-equities-to-acquire-hydraulic-hose-assemblies/,576
Wilsonart (formerly ITW Decorative Surfaces),Y,TX,North America,1 380,1956,Tim O'Brien,n/a,Tier 2 - Investment Firm-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,7,1 165.00,2017,https://www.wilsonart.com/,TDCJ Spending,n/a,See corrections source,PrivCo (www.privco.com),http://www.cdr-inc.com/news/releases/2012-10-31_cdr_completes_acquisition_of_itw_decorative_surfaces_business.php,459
Dimensional Fund Advisors,Y,TX,North America,1 100,1981,n/a,n/a,Tier 4 - Small Privately-Owned,Investor,Construction  Equipment  & Acquisition Financing,Y,n/a,n/a ,528.00,2018,https://us.dimensional.com/,n/a,http://www.nnirr.org/drupal/sites/default/files/border_wall_final.pdf,n/a,PrivCo (www.privco.com),n/a,564
Foxworth-Galbraith Lumber Company,Y,TX,North America,1 075,1901,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,473.00,2018,https://www.foxgal.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,582
Securus Technologies,Y,TX,North America,1 010,1986,n/a,n/a,Tier 2 - Investment Firm-Owned,Telecom,Prison Communications,Y,Y,13,700.00,2018,https://www.securustechnologies.com/en,https://www.prisonpolicy.org/messaging/Exhibit3.pdf,https://worthrises.org/immigration,https://www.nationalcia.org/corporate-members,https://www.platinumequity.com/getmedia/91501573-4003-48ab-9ba4-3c607e39f598/Platinum_Equity_Introduction.aspx,https://www.bloomberg.com/news/articles/2017-07-24/nba-pistons-owner-under-fire-for-deal-on-inmate-phone-service,530
Coburn's Supply,Y,TX,North America,950,1934,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,510.00,2018,http://www.coburns.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,569
Texas Disposal Systems,Y,TX,North America,890,1977,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,320.00,2018,http://www.texasdisposal.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,638
Asset Protection and Security Services,Y,TX,North America,850,1994,n/a,n/a,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,Y,n/a,n/a ,130.00,2018,https://www.asset-security-pro.com/,n/a,https://www.usaspending.gov/#/award/23822640,n/a,PrivCo (www.privco.com),n/a,801
Accruent,Y,TX,North America,844,1995,n/a,FTV,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Other,n/a,n/a,8,270.00,2018,https://www.accruent.com/,OH DRC Spending,n/a,n/a,PrivCo (www.privco.com),https://www.gencap.com/genstar-capital-announces-agreement-to-sell-accruent-to-fortive-corporation-for-2-0-billion-in-cash/,669
West Texas Gas,Y,TX,North America,840,1976,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Utility/Energy,n/a,n/a,n/a ,1 440.00,2018,http://www.westtexasgas.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,427
Priefert,Y,TX,North America,820,1964,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,360.00,2018,http://www.priefert.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004227-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,621
Halff Associates,Y,TX,North America,752,1950,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,134.80,2018,https://www.halff.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,n/a,PrivCo (www.privco.com),n/a,797
Mustang CAT,Y,TX,North America,718,1952,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,1 620.00,2018,https://www.mustangcat.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,406
Dealers Electrical Supply,Y,TX,North America,676,1946,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,318.00,2018,https://www.dealerselectrical.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,639
Tandy Leather Factory,Y,TX,North America,656,1919,Janet Carr,TLF,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,7,83.10,2018,https://www.tandyleather.com/en/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003833-T.pdf,n/a,n/a,FactSet,n/a,891
Smart Start,Y,TX,North America,640,1993,n/a,n/a,Tier 4 - Small Privately-Owned,Community Corrections,Electronic Monitoring,n/a,n/a,n/a ,53.00,2018,http://www.smartstartInc.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1014
Truman Arnold Companies,Y,TX,North America,600,1964,Greg Arnold,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,2 700.00,2018,http://thearnoldcos.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,344
Kilgore Industries,Y,TX,North America,600,2000,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a ,144.00,2018,http://www.kilgoreind.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,783
Hydradyne Hydraulics,Y,TX,North America,550,1968,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Construction,n/a,Y,n/a ,247.00,2018,https://www.hydradynellc.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,See corrections source,PrivCo (www.privco.com),n/a,686
CompX International,Y,TX,North America,520,1903,Scott C. James,CIX-CA,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,13,1 500.40,2019,http://www.compxnet.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003630-T.pdf,n/a,n/a,FactSet,n/a,422
Huitt Zollars,Y,TX,North America,515,1975,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a ,79.00,2018,http://www.huitt-zollars.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,n/a,PrivCo (www.privco.com),n/a,906
Parkhill  Smith & Cooper,Y,TX,North America,500,1945,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,60.00,2018,http://www.team-psc.com/,http://www.team-psc.com/architecture/dps-lubbock-regional-office/,n/a,n/a,PrivCo (www.privco.com),http://www.team-psc.com/gary-harris/,972
Sprint Waste Services,Y,TX,North America,480,2006,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,130.00,2018,https://www.sprintwaste.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,n/a,PrivCo (www.privco.com),n/a,808
North Shore Supply Company (dba North Shore Steel),Y,TX,North America,470,1955,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,n/a ,103.00,2018,http://www.nssco.com/,TDCJ Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a,843
Pro-Health,Y,TX,North America,440,2005,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Food & Commissary,Prison Food,n/a,n/a,n/a ,280.00,2018,http://pro-health.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,665
Jamieson Manufacturing,Y,TX,North America,440,1943,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a ,110.00,2018,https://jamiesonfence.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),n/a,836
Entech Sales & Service,Y,TX,North America,400,1981,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,116.40,2018,http://www.entechsales.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,824
Ace Mart Restaurant Supply Co,Y,TX,North America,380,1975,Jerry Higgins,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,130.20,2018,https://www.acemart.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,800
Securadyne Systems,Y,TX,North America,380,2012,Carey Boethel,n/a,Tier 2 - Investment Firm-Owned,Equipment,Security Technology,n/a,n/a,12,87.00,2018,http://www.securadyne.com/,http://www.securadyne.com/industry-federal-municipal-government,n/a,n/a,PrivCo (www.privco.com),http://www.pamlicocapital.com/portfolio/securadyne-systems-llc,881
Arnold Oil Company Of Austin,Y,TX,North America,360,1977,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,550.00,2018,http://www.arnoldoil.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,556
ARC Abatement,Y,TX,North America,330,1990,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,40.00,2018,http://www.arcabatement.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1085
